,시간,연도,연휴이름,연휴이름코드,연휴기간,연휴기간코드,출발지역,출발지역코드,도착지역,도착지역코드,방향,방향코드,소요시간
4191,00,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,258.872
4192,01,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,210.358
4193,02,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,223.45
4194,03,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,221.991
4195,04,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,222.966
4196,05,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,233.183
4197,06,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,235.225
4198,07,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,270.258
4199,08,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,289.558
4200,09,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,324.266
4201,10,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,348.144
4202,11,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,362.8
4203,12,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,376.978
4204,13,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,392.339
4205,14,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,401.239
4206,15,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,389.166
4207,16,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,386.041
4208,17,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,367.428
4209,18,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,376.222
4210,19,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,408.374
4211,20,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,423.95
4212,21,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,437.508
4213,22,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,447.066
4214,23,2021,추석,3,D,4,목포,509 ,서울,101 ,귀경방향,2,451.566
4215,00,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,85.156
4216,01,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,87.396
4217,02,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,90.541
4218,03,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,86.043
4219,04,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,86.736
4220,05,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,91.904
4221,06,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,91.85
4222,07,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,91.275
4223,08,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,92.241
4224,09,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,90.939
4225,10,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,90.469
4226,11,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,92.189
4227,12,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,93.183
4228,13,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,94.014
4229,14,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,94.197
4230,15,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,96.775
4231,16,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,96.15
4232,17,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,95.241
4233,18,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,93.458
4234,19,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,91.552
4235,20,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,89.558
4236,21,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,88.411
4237,22,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,86.961
4238,23,2021,추석,3,D+1,5,서울,101 ,대전,115 ,귀성방향,1,86.722
4239,00,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,156.883
4240,01,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,167.7
4241,02,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,174.6
4242,03,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,165.391
4243,04,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,177.166
4244,05,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,175.339
4245,06,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,167.046
4246,07,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,168.912
4247,08,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,165.204
4248,09,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,166.616
4249,10,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,171.171
4250,11,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,174.7
4251,12,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,175.02
4252,13,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,179.467
4253,14,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,180.95
4254,15,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,181.543
4255,16,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,184.519
4256,17,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,180.376
4257,18,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,179.686
4258,19,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,179.14
4259,20,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,177.87
4260,21,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,172.505
4261,22,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,173.874
4262,23,2021,추석,3,D+1,5,서울,101 ,대구,127 ,귀성방향,1,173.366
4263,00,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,269.3
4264,01,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,266.283
4265,02,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,263.25
4266,03,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,256.383
4267,04,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,265.983
4268,05,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,240.3
4269,06,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,237.783
4270,07,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,268.016
4271,08,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,242.083
4272,09,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,248.358
4273,10,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,248.0
4274,11,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,259.866
4275,12,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,262.166
4276,13,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,266.358
4277,14,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,270.541
4278,15,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,273.558
4279,16,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,258.75
4280,17,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,276.816
4281,18,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,269.542
4282,19,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,267.333
4283,20,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,250.208
4284,21,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,277.483
4285,22,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,270.683
4286,23,2021,추석,3,D+1,5,서울,101 ,부산,140 ,귀성방향,1,263.866
4287,00,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,169.32
4288,01,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,173.166
4289,02,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,172.624
4290,03,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,170.996
4291,04,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,175.225
4292,05,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,174.204
4293,06,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,173.62
4294,07,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,174.85
4295,08,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,190.704
4296,09,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,188.504
4297,10,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,192.604
4298,11,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,191.496
4299,12,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,187.641
4300,13,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,190.379
4301,14,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,193.592
4302,15,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,194.316
4303,16,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,189.12
4304,17,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,190.953
4305,18,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,192.513
4306,19,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,190.058
4307,20,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,185.289
4308,21,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,181.422
4309,22,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,189.075
4310,23,2021,추석,3,D+1,5,서울,101 ,광주,167 ,귀성방향,1,178.033
4311,00,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,163.6
4312,01,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,125.766
4313,02,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,187.25
4314,03,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,196.516
4315,04,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,220.95
4316,05,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,202.708
4317,06,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,166.333
4318,07,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,154.933
4319,08,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,140.816
4320,09,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,134.146
4321,10,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,134.596
4322,11,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,135.366
4323,12,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,137.308
4324,13,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,137.291
4325,14,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,136.888
4326,15,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,139.912
4327,16,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,141.133
4328,17,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,138.333
4329,18,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,137.866
4330,19,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,136.666
4331,20,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,133.622
4332,21,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,132.844
4333,22,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,128.683
4334,23,2021,추석,3,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,126.466
4335,00,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,228.666
4336,01,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,244.55
4337,02,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,244.592
4338,03,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,244.624
4339,04,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,243.942
4340,05,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,235.391
4341,06,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,228.75
4342,07,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,224.941
4343,08,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,224.55
4344,09,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,225.666
4345,10,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,223.691
4346,11,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,218.55
4347,12,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,221.75
4348,13,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,227.461
4349,14,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,219.283
4350,15,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,218.933
4351,16,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,217.483
4352,17,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,216.633
4353,18,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,214.308
4354,19,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,214.942
4355,20,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,212.542
4356,21,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,217.65
4357,22,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,211.316
4358,23,2021,추석,3,D+1,5,서울,101 ,목포,509 ,귀성방향,1,204.966
4359,00,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,177.57
4360,01,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,197.428
4361,02,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,202.675
4362,03,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,181.604
4363,04,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,164.479
4364,05,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,147.666
4365,06,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,121.43
4366,07,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,109.658
4367,08,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,108.13
4368,09,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,109.153
4369,10,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,110.636
4370,11,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,113.252
4371,12,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,116.677
4372,13,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,119.391
4373,14,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,122.802
4374,15,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,124.497
4375,16,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,126.247
4376,17,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,126.189
4377,18,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,125.925
4378,19,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,121.294
4379,20,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,120.514
4380,21,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,117.761
4381,22,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,111.82
4382,23,2021,추석,3,D+1,5,대전,115 ,서울,101 ,귀경방향,2,117.933
4383,00,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,250.7
4384,01,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,244.933
4385,02,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,251.576
4386,03,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,234.43
4387,04,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,218.306
4388,05,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,216.279
4389,06,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,203.291
4390,07,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,200.691
4391,08,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,208.679
4392,09,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,207.43
4393,10,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,205.833
4394,11,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,196.404
4395,12,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,212.063
4396,13,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,215.35
4397,14,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,212.58
4398,15,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,219.902
4399,16,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,227.516
4400,17,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,230.38
4401,18,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,233.922
4402,19,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,229.67
4403,20,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,214.569
4404,21,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,210.633
4405,22,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,208.572
4406,23,2021,추석,3,D+1,5,대구,127 ,서울,101 ,귀경방향,2,195.405
4407,00,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,300.5
4408,01,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,310.333
4409,02,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,327.442
4410,03,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,362.611
4411,04,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,311.158
4412,05,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,307.241
4413,06,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,295.183
4414,07,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,307.042
4415,08,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,312.466
4416,09,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,306.824
4417,10,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,312.2
4418,11,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,312.416
4419,12,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,313.124
4420,13,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,319.492
4421,14,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,322.991
4422,15,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,341.205
4423,16,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,337.7
4424,17,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,331.044
4425,18,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,326.983
4426,19,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,317.833
4427,20,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,336.333
4428,21,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,326.7
4429,22,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,335.675
4430,23,2021,추석,3,D+1,5,부산,140 ,서울,101 ,귀경방향,2,315.433
4431,00,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,312.153
4432,01,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,299.036
4433,02,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,284.61
4434,03,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,276.079
4435,04,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,254.55
4436,05,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,224.519
4437,06,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,226.266
4438,07,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,223.89
4439,08,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,211.033
4440,09,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,211.889
4441,10,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,223.502
4442,11,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,226.497
4443,12,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,224.991
4444,13,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,225.127
4445,14,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,228.644
4446,15,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,231.214
4447,16,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,233.852
4448,17,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,233.424
4449,18,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,231.386
4450,19,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,228.38
4451,20,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,223.72
4452,21,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,232.639
4453,22,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,225.766
4454,23,2021,추석,3,D+1,5,광주,167 ,서울,101 ,귀경방향,2,207.883
4455,00,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,141.738
4456,01,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,146.375
4457,02,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,146.0
4458,03,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,139.841
4459,04,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,138.692
4460,05,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,137.533
4461,06,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,132.694
4462,07,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,131.694
4463,08,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,132.679
4464,09,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,134.616
4465,10,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,140.1
4466,11,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,142.75
4467,12,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,145.787
4468,13,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,145.825
4469,14,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,148.308
4470,15,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,146.562
4471,16,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,146.229
4472,17,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,143.446
4473,18,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,142.42
4474,19,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,141.396
4475,20,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,138.52
4476,21,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,136.591
4477,22,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,136.492
4478,23,2021,추석,3,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,136.425
4479,00,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,359.528
4480,01,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,395.774
4481,02,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,311.822
4482,03,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,300.689
4483,04,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,273.466
4484,05,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,258.883
4485,06,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,261.211
4486,07,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,247.487
4487,08,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,246.625
4488,09,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,254.662
4489,10,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,351.25
4490,11,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,350.447
4491,12,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,338.963
4492,13,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,308.102
4493,14,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,297.15
4494,15,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,287.766
4495,16,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,283.333
4496,17,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,275.63
4497,18,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,285.443
4498,19,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,281.058
4499,20,2021,추석,3,D+1,5,목포,509 ,서울,101 ,귀경방향,2,270.637
