,시간,연도,연휴이름,연휴이름코드,연휴기간,연휴기간코드,출발지역,출발지역코드,도착지역,도착지역코드,방향,방향코드,소요시간
0,00,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,81.403
1,01,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,81.29
2,02,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,82.466
3,03,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,83.38
4,04,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,85.008
5,05,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,89.244
6,06,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,85.53
7,07,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,84.1
8,08,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,85.123
9,09,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,87.458
10,10,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,90.942
11,11,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,94.122
12,12,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,97.322
13,13,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,98.986
14,14,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,98.658
15,15,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,97.105
16,16,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,95.972
17,17,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,94.627
18,18,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,94.702
19,19,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,92.664
20,20,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,90.693
21,21,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,87.486
22,22,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,84.966
23,23,2021,연말연시,1,D,4,서울,101 ,대전,115 ,귀성방향,1,88.466
24,00,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,160.744
25,01,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,178.616
26,02,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,225.283
27,03,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,164.562
28,04,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,165.208
29,05,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,187.483
30,06,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,169.637
31,07,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,165.008
32,08,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,163.97
33,09,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,177.99
34,10,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,178.813
35,11,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,179.79
36,12,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,181.26
37,13,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,191.778
38,14,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,192.388
39,15,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,191.814
40,16,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,192.372
41,17,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,185.8
42,18,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,185.483
43,19,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,184.0
44,20,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,181.083
45,21,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,167.65
46,22,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,172.1
47,23,2021,연말연시,1,D,4,서울,101 ,대구,127 ,귀성방향,1,167.383
48,00,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,225.933
49,01,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,236.6
50,02,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,238.233
51,03,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,239.442
52,04,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,233.616
53,05,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,237.275
54,06,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,243.65
55,07,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,243.508
56,08,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,241.3
57,09,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,248.942
58,10,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,252.558
59,11,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,253.192
60,12,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,280.983
61,13,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,280.922
62,14,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,282.272
63,15,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,266.2
64,16,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,272.75
65,17,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,287.978
66,18,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,287.716
67,19,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,284.1
68,20,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,261.599
69,21,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,292.616
70,22,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,285.1
71,23,2021,연말연시,1,D,4,서울,101 ,부산,140 ,귀성방향,1,253.283
72,00,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,284.974
73,01,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,185.933
74,02,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,191.683
75,03,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,197.933
76,04,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,204.624
77,05,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,203.492
78,06,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,199.992
79,07,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,199.133
80,08,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,197.808
81,09,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,192.716
82,10,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,201.361
83,11,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,203.355
84,12,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,205.85
85,13,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,200.92
86,14,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,204.559
87,15,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,205.741
88,16,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,202.566
89,17,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,201.949
90,18,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,198.561
91,19,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,187.3
92,20,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,191.55
93,21,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,181.433
94,22,2021,연말연시,1,D,4,서울,101 ,광주,167 ,귀성방향,1,203.366
95,00,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,140.95
96,01,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,135.158
97,02,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,141.466
98,03,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,142.541
99,04,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,142.374
100,05,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,140.816
101,06,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,140.072
102,07,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,139.105
103,08,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,136.041
104,09,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,138.712
105,10,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,136.758
106,11,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,136.354
107,12,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,137.783
108,13,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,139.937
109,14,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,140.875
110,15,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,139.595
111,16,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,139.324
112,17,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,137.183
113,18,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,136.633
114,19,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,137.203
115,20,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,136.944
116,21,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,131.183
117,22,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,142.25
118,23,2021,연말연시,1,D,4,서울,101 ,강릉,189 ,귀성방향,1,127.15
119,00,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,269.558
120,01,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,260.078
121,02,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,243.742
122,03,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,236.742
123,04,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,220.983
124,05,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,215.516
125,06,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,236.167
126,07,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,221.074
127,08,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,217.491
128,09,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,216.474
129,10,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,222.058
130,11,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,228.566
131,12,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,227.875
132,13,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,222.8
133,14,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,229.766
134,15,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,232.283
135,16,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,225.55
136,17,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,219.758
137,18,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,239.772
138,19,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,215.816
139,20,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,214.166
140,21,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,214.45
141,22,2021,연말연시,1,D,4,서울,101 ,목포,509 ,귀성방향,1,214.716
142,00,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,90.527
143,01,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,95.831
144,02,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,133.247
145,03,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,86.997
146,04,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,84.843
147,05,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,83.96
148,06,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,81.856
149,07,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,83.903
150,08,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,84.043
151,09,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,82.733
152,10,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,85.264
153,11,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,85.478
154,12,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,86.866
155,13,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,87.361
156,14,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,87.536
157,15,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,87.683
158,16,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,89.686
159,17,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,90.972
160,18,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,92.586
161,19,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,93.411
162,20,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,92.702
163,21,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,91.138
164,22,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,88.776
165,23,2021,연말연시,1,D,4,대전,115 ,서울,101 ,귀경방향,2,90.716
166,00,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,159.937
167,01,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,163.944
168,02,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,168.929
169,03,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,172.794
170,04,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,176.35
171,05,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,178.216
172,06,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,170.462
173,07,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,171.522
174,08,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,170.189
175,09,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,168.966
176,10,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,168.06
177,11,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,166.68
178,12,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,166.897
179,13,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,167.639
180,14,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,169.199
181,15,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,173.558
182,16,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,175.342
183,17,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,177.928
184,18,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,180.878
185,19,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,178.408
186,20,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,176.586
187,21,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,177.0
188,22,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,179.505
189,23,2021,연말연시,1,D,4,대구,127 ,서울,101 ,귀경방향,2,167.658
190,00,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,262.783
191,01,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,308.483
192,02,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,262.875
193,03,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,254.766
194,04,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,260.216
195,05,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,247.083
196,06,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,253.916
197,07,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,250.783
198,08,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,245.45
199,09,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,250.483
200,10,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,265.516
201,11,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,263.108
202,12,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,260.624
203,13,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,258.133
204,14,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,257.5
205,15,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,260.922
206,16,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,256.133
207,17,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,254.708
208,18,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,251.916
209,19,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,251.133
210,20,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,258.008
211,21,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,248.566
212,22,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,248.433
213,23,2021,연말연시,1,D,4,부산,140 ,서울,101 ,귀경방향,2,248.283
214,00,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,167.422
215,01,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,168.994
216,02,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,182.824
217,03,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,183.829
218,04,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,184.758
219,05,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,188.771
220,06,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,192.779
221,07,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,194.246
222,08,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,205.805
223,09,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,194.579
224,10,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,194.666
225,11,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,200.374
226,12,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,197.804
227,13,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,197.454
228,14,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,199.42
229,15,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,195.861
230,16,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,202.089
231,17,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,194.35
232,18,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,196.689
233,19,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,185.583
234,20,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,183.333
235,21,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,193.3
236,22,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,185.233
237,23,2021,연말연시,1,D,4,광주,167 ,서울,101 ,귀경방향,2,182.333
238,02,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,158.283
239,06,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,144.558
240,07,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,144.066
241,08,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,136.839
242,09,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,144.65
243,10,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,142.071
244,11,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,141.387
245,12,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,138.487
246,13,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,136.966
247,14,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,138.387
248,15,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,142.433
249,16,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,144.229
250,17,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,147.729
251,18,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,142.042
252,19,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,140.27
253,20,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,140.638
254,21,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,137.844
255,22,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,137.011
256,23,2021,연말연시,1,D,4,강릉,189 ,서울,101 ,귀경방향,2,136.8
257,00,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,
258,01,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,
259,02,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,
260,03,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,
261,07,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,
262,09,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,205.783
263,10,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,278.058
264,11,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,266.016
265,12,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,255.783
266,13,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,242.111
267,14,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,232.908
268,15,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,226.966
269,16,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,223.583
270,17,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,225.861
271,18,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,215.374
272,19,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,209.825
273,20,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,207.733
274,21,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,209.05
275,22,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,201.283
276,23,2021,연말연시,1,D,4,목포,509 ,서울,101 ,귀경방향,2,206.833
277,00,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,82.633
278,01,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,82.149
279,02,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,85.692
280,03,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,83.867
281,04,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,83.955
282,05,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,86.242
283,06,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,83.5
284,07,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,88.159
285,08,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,90.252
286,09,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,89.505
287,10,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,88.638
288,11,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,88.569
289,12,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,88.344
290,13,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,88.561
291,14,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,88.411
292,15,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,88.805
293,16,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,87.52
294,17,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,88.143
295,18,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,89.066
296,19,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,89.44
297,20,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,88.236
298,21,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,86.83
299,22,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,84.64
300,23,2021,연말연시,1,D+1,5,서울,101 ,대전,115 ,귀성방향,1,87.766
301,00,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,173.583
302,01,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,173.061
303,02,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,169.811
304,03,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,175.541
305,04,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,190.55
306,05,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,180.2
307,06,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,166.05
308,07,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,166.744
309,08,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,166.7
310,09,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,164.45
311,10,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,165.237
312,11,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,164.454
313,12,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,166.096
